"roast"|"word"|"score"
"Medium-Light"|"type"|"2.04"
"Medium-Light"|"rated"|"2.04"
"Medium-Light"|"austere"|"2.04"
"Medium-Light"|"honeycomb"|"2.04"
"Medium-Light"|"elm"|"2.04"
"Medium-Light"|"echoes"|"2.04"
"Medium-Light"|"unorthodox"|"2.04"
"Medium-Light"|"summer"|"2.04"
"Medium-Light"|"brighter"|"2.04"
"Medium-Light"|"albeit"|"2.04"
"Medium-Light"|"watermelon"|"2.04"
"Medium-Light"|"evident"|"2.04"
"Medium-Light"|"bitterness"|"2.04"
"Medium-Light"|"review"|"2.04"
"Medium-Light"|"distinguish"|"2.04"
"Medium-Light"|"sensitive"|"2.04"
"Medium-Light"|"oregano"|"2.04"
"Medium-Light"|"buoyancy"|"2.04"
"Medium-Light"|"soars"|"2.04"
"Medium-Light"|"present"|"2.04"
"Medium-Light"|"solid"|"2.04"
"Medium-Light"|"brilliant"|"2.04"
"Medium-Light"|"hand"|"2.04"
"Medium-Light"|"i"|"2.04"
"Medium-Light"|"usual"|"2.04"
"Medium-Light"|"mingle"|"2.04"
"Medium-Light"|"aspect"|"2.04"
"Medium-Light"|"arresting"|"2.04"
"Medium-Light"|"spectacular"|"2.04"
"Medium-Light"|"ai"|"2.04"
"Medium-Light"|"voluptuousness"|"2.04"
"Medium-Light"|"bold"|"2.04"
"Medium-Light"|"super"|"2.04"
"Medium-Light"|"netting"|"2.04"
"Medium-Light"|"starchy"|"2.04"
"Medium-Light"|"haunt"|"2.04"
"Medium-Light"|"regal"|"2.04"
"Medium-Light"|"luscious"|"2.04"
"Medium-Light"|"scored"|"2.04"
"Medium-Light"|"reassert"|"2.04"
"Medium-Light"|"compromised"|"2.04"
"Medium"|"main"|"2.01"
"Medium-Light"|"impression"|"1.9"
"Medium-Light"|"unpleasant"|"1.9"
"Medium-Light"|"score"|"1.9"
"Medium-Light"|"startling"|"1.9"
"Medium-Light"|"describes"|"1.9"
"Medium-Light"|"specific"|"1.9"
"Medium"|"citing"|"1.89"
"Medium"|"going"|"1.89"
"Medium"|"stated"|"1.89"
"Medium"|"huge"|"1.89"
"Medium"|"things"|"1.89"
"Medium"|"coriander"|"1.89"
"Medium"|"joined"|"1.89"
"Medium"|"reaches"|"1.89"
"Medium"|"pervasive"|"1.89"
"Medium"|"say"|"1.89"
"Medium"|"tend"|"1.89"
"Medium"|"intensify"|"1.89"
"Medium"|"overwhelm"|"1.89"
"Medium"|"pod"|"1.89"
"Medium"|"blend"|"1.89"
"Medium"|"dramatic"|"1.89"
"Medium"|"struck"|"1.89"
"Medium"|"completeness"|"1.89"
"Medium"|"agreeably"|"1.89"
"Medium"|"fusion"|"1.89"
"Medium"|"carried"|"1.89"
"Medium"|"custard"|"1.89"
"Medium"|"exciting"|"1.89"
"Medium"|"juicier"|"1.89"
"Medium"|"trajectory"|"1.89"
"Medium"|"longer"|"1.89"
"Medium"|"dynamic"|"1.79"
"Medium"|"mildew"|"1.79"
"Medium"|"cast"|"1.79"
"Medium"|"fairly"|"1.79"
"Medium"|"appears"|"1.79"
"Medium"|"reports"|"1.79"
"Medium"|"honor"|"1.79"
"Medium"|"poise"|"1.79"
"Medium"|"brings"|"1.79"
"Medium"|"characterize"|"1.79"
"Medium"|"undertone"|"1.79"
"Medium"|"cites"|"1.79"
"Medium"|"recovers"|"1.79"
"Medium"|"familiar"|"1.79"
"Medium"|"belongs"|"1.79"
"Medium"|"simplicity"|"1.79"
"Medium"|"gesture"|"1.79"
"Medium"|"sourish"|"1.79"
"Medium"|"split"|"1.79"
"Medium"|"woods"|"1.79"
"Medium"|"term"|"1.79"
"Medium"|"difficult"|"1.79"
"Medium"|"attracted"|"1.79"
"Medium"|"language"|"1.79"
"Medium"|"grasses"|"1.79"
"Medium"|"drier"|"1.79"
"Medium"|"lot"|"1.79"
"Medium"|"predictably"|"1.79"
"Medium"|"unmistakable"|"1.79"
"Medium"|"mesquite"|"1.79"
"Medium"|"flatness"|"1.79"
"Medium"|"shallow"|"1.79"
"Medium"|"woodiness"|"1.79"
"Medium"|"emerging"|"1.79"
"Medium"|"famous"|"1.79"
"Medium"|"nutmeg"|"1.79"
"Medium"|"characteristic"|"1.79"
"Medium"|"unsweetened"|"1.79"
"Medium"|"brazil"|"1.79"
"Medium"|"compromising"|"1.79"
"Medium"|"fleeting"|"1.79"
"Medium"|"uncompromising"|"1.79"
"Medium"|"defies"|"1.79"
"Medium"|"smoke"|"1.79"
"Medium"|"expand"|"1.79"
"Medium"|"forceful"|"1.79"
"Medium"|"hay"|"1.79"
"Medium"|"stewed"|"1.79"
"Medium"|"loss"|"1.79"
"Medium"|"consistent"|"1.79"
"Medium"|"loses"|"1.79"
"Medium"|"orchid"|"1.79"
"Medium"|"truffle"|"1.79"
"Medium"|"dampened"|"1.79"
"Medium"|"variation"|"1.79"
"Medium"|"regard"|"1.79"
"Medium"|"faded"|"1.79"
"Medium"|"verging"|"1.79"
"Medium-Light"|"delicacy"|"1.76"
"Medium-Light"|"maple"|"1.76"
"Medium-Light"|"vivid"|"1.76"
"Medium"|"water"|"1.66"
"Medium"|"drink"|"1.66"
"Medium"|"considerable"|"1.54"
